name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Jonathon Brooks,CAR,0,0,0,0,0,0,0,0,,2,7,0,4,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
David Moore,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,10,6,81,1,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Adam Thielen,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,57,0,36,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Xavier Legette,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,6,4,56,0,34,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Ja'Tavion Sanders,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,49,0,28,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Deven Thompkins,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,13,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Tommy Tremble,CAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,,,,,,,,,,,,,,,
Michael Danna,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,1.0,4,4,0,1,1,0,0,0,1
Nick Bolton,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.5,4,1,3,0,1,0,0,0,0
Trent McDuffie,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,1,0.5,4,3,1,0,1,0,0,0,0
Nazeeh Johnson,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,1,0.0,8,5,3,0,0,0,0,0,0
Bryan Cook,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,0
Justin Reid,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0
Chamarri Conner,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,4,3,1,1,0,0,0,0,0
Drue Tranquill,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Jaden Hicks,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Mike Pennel,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Felix Anudike-Uzomah,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
George Karlaftis III,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,2,0,0,0,0
Derrick Nnadi,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Tershawn Wharton,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,1,0,0,0,0
Chris Jones,KAN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
Jadeveon Clowney,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,1.5,3,2,1,2,3,0,0,0,0
Josey Jewell,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,1.0,9,6,3,1,1,0,0,0,0
Jaycee Horn,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,1.0,6,6,0,1,1,0,0,0,0
D.J. Wonnum,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,1.0,5,2,3,1,1,0,0,0,0
DeShawn Williams,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.5,3,1,2,0,1,0,0,0,0
A'Shawn Robinson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,8,5,3,1,0,0,0,0,0
Xavier Woods,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,1,0.0,8,7,1,1,0,0,0,0,0
Jordan Fuller,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,5,5,0,0,0,0,0,0,1
Sam Franklin,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Michael Jackson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,1,0.0,4,4,0,0,0,0,0,0,0
LaBryan Ray,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Trevin Wallace,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Caleb Farley,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Jonathan Harris,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,1,0,0,0,0,0
Dane Jackson,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0
Claudin Cherelus,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Feleipe Franks,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Cam Gill,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Charles Harris,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0
Shy Tuttle,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Ikem Ekwonu,CAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240car.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Sam Darnold,MIN,22,34,330,2,0,3,16,69,116.1,2,-1,0,1,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Nick Mullens,MIN,1,1,14,0,0,0,0,14,118.7,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Aaron Jones,MIN,0,0,0,0,0,0,0,0,,22,106,1,41,4,3,23,0,14,1,1,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Cam Akers,MIN,0,0,0,0,0,0,0,0,,3,19,0,15,1,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Jordan Addison,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,8,162,1,69,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
T.J. Hockenson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,9,7,114,0,34,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Justin Jefferson,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,5,2,27,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Johnny Mundt,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,7,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Jalen Nailor,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,5,1,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
C.J. Ham,MIN,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Caleb Williams,CHI,32,47,340,2,0,3,20,40,103.1,6,33,0,10,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
D.J. Moore,CHI,0,1,0,0,0,0,0,0,39.6,1,13,0,13,7,7,106,1,37,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
D'Andre Swift,CHI,0,0,0,0,0,0,0,0,,13,30,0,8,4,3,35,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Roschon Johnson,CHI,0,0,0,0,0,0,0,0,,2,2,1,1,1,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Keenan Allen,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,15,9,86,1,40,1,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Cole Kmet,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,7,64,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Rome Odunze,CHI,0,0,0,0,0,0,0,0,,0,0,0,0,10,5,39,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,,,,,,,,,,,,,,,
Jonathan Greenard,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,2.0,6,5,1,4,2,0,0,0,1
Andrew Van Ginkel,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,1.0,7,3,4,1,2,0,0,0,0
Harrison Smith,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,11,9,2,0,0,0,0,0,0
Byron Murphy,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,8,5,3,2,0,0,0,0,0
Josh Metellus,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,7,3,4,0,0,0,0,0,0
Blake Cashman,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,6,2,4,1,0,0,0,0,0
Jonathan Bullard,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Camryn Bynum,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0
Stephon Gilmore,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,0.0,5,2,3,0,0,0,0,0,0
Shaquill Griffin,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Kamu Grugier-Hill,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Jerry Tillery,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Harrison Phillips,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Jalen Redmond,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Trent Sherfield,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Dallas Turner,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Bo Richter,MIN,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
DeMarcus Walker,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,1.0,5,2,3,1,2,0,0,0,0
Montez Sweat,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,1.0,3,2,1,2,2,0,0,0,0
Jacob Martin,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,0
Kevin Byard,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,13,11,2,0,0,0,0,0,0
Tremaine Edmunds,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,0.0,9,5,4,0,0,0,0,0,0
T.J. Edwards,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,9,3,6,1,1,0,0,0,0
Jonathan Owens,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,8,3,5,0,0,1,0,0,1
Gervon Dexter,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,0.0,5,3,2,0,1,0,0,0,0
Terell Smith,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0
Kyler Gordon,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,2,0.0,4,2,2,0,0,0,0,0,0
Tarvarius Moore,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Travis Homer,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0
Jack Sanborn,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0
Tyrique Stevenson,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Byron Cowart,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,1,1,0,0,0,0
Daniel Hardy,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Teven Jenkins,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Collin Johnson,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Amen Ogbongbemiga,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Chris Williams,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Keenan Allen,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Darrell Taylor,CHI,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240chi.htm,2024-11-24,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0
Jared Goff,DET,26,36,269,0,0,3,16,27,93.4,2,0,0,1,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,21,90,2,17,3,3,9,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
David Montgomery,DET,0,0,0,0,0,0,0,0,,8,37,1,13,3,3,36,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Craig Reynolds,DET,0,0,0,0,0,0,0,0,,1,6,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Jameson Williams,DET,0,0,0,0,0,0,0,0,,1,4,0,4,7,5,64,0,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,62,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Tim Patrick,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,55,0,27,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Brock Wright,DET,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,24,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,19,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Anthony Richardson,IND,11,28,172,0,0,0,0,39,60.4,10,61,0,17,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,11,35,0,14,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,6,96,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Alec Pierce,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,39,0,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Josh Downs,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,27,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,,,,,,,,,,,,,,,
Jack Campbell,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,2,0.0,9,5,4,0,0,0,0,0,0
Malcolm Rodriguez,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,8,7,1,0,0,0,0,0,0
Brian Branch,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Kerby Joseph,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Josh Paschal,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0
Kindle Vildor,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Amik Robertson,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Zeke Turner,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Carlton Davis,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Khalil Dorsey,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Alim McNeill,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,1
Ben Niemann,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Trevor Nowaske,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
D.J. Reader,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,1,2,0,0,0,0
Za'Darius Smith,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202411240clt.htm,2024-11-24,0,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0
