name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff
Jared Goff,DET,34,55,307,0,2,0,0,50,61.7,2,5,0,3,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Jack Fox,DET,1,1,17,0,0,0,0,17,118.7,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Jahmyr Gibbs,DET,0,0,0,0,0,0,0,0,,13,84,0,24,7,7,22,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
David Montgomery,DET,0,0,0,0,0,0,0,0,,11,35,1,9,4,4,35,0,15,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Jameson Williams,DET,0,0,0,0,0,0,0,0,,1,15,0,15,11,5,79,0,50,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Amon-Ra St. Brown,DET,0,0,0,0,0,0,0,0,,0,0,0,0,18,11,119,0,20,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Kalif Raymond,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,27,0,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Sione Vaki,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,17,0,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Sam LaPorta,DET,0,0,0,0,0,0,0,0,,0,0,0,0,3,2,13,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Tim Patrick,DET,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,12,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Tom Kennedy,DET,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,,,,,,,,,,,,,,,
Christian Izien,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,1,17,0,17,2,0.0,10,5,5,0,0,0,0,0,0
Zyon McCollum,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,1,4,0,4,4,0.0,6,5,1,0,0,0,0,0,0
SirVocea Dennis,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,11,6,5,0,0,0,0,0,0
Jordan Whitehead,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,1,0.0,11,8,3,1,0,0,0,0,0
Jamel Dean,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,1,0.0,10,7,3,0,0,0,0,0,0
Tykee Smith,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,0
Lavonte David,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0
K.J. Britt,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
C.J. Brewer,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,3,1,2,0,1,0,0,0,0
Joe Tryon-Shoyinka,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,3,1,2,1,0,0,0,0,0
YaYa Diaby,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,1,3,0,0,0,0
William Gholston,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Anthony Nelson,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,3,0,0,0,0
Tavierre Thomas,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0
Chris Braswell,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0
Greg Gaines,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,2,0,0,0,0
Mike Greene,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Logan Hall,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Ko Kieft,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
J.J. Russell,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Sean Tucker,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Baker Mayfield,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0
Vita Vea,TAM,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
Brian Branch,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,1,1,0,1,2,0.0,6,5,1,0,0,0,0,0,0
Aidan Hutchinson,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,4.5,5,4,1,4,5,0,0,0,1
Levi Onwuzurike,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.5,4,0,4,0,0,0,0,0,1
Jack Campbell,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,6,4,2,2,0,0,0,0,0
Derrick Barnes,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,1,0.0,5,4,1,0,0,0,0,0,0
Alex Anzalone,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Carlton Davis,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,4,4,0,0,0,0,0,0,0
Kerby Joseph,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0
Malcolm Rodriguez,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Terrion Arnold,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Alim McNeill,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Josh Paschal,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
D.J. Reader,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Amik Robertson,DET,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150det.htm,2024-09-15,0,0,0,0,1,0.0,0,0,0,0,0,0,0,0,0
Anthony Richardson,IND,17,34,204,1,3,1,6,30,41.8,4,37,0,21,0,0,0,0,0,2,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Jonathan Taylor,IND,0,0,0,0,0,0,0,0,,12,103,0,29,4,2,32,0,18,1,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Alec Pierce,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,5,56,1,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Adonai Mitchell,IND,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,30,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Mo Alie-Cox,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,22,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Michael Pittman Jr.,IND,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,21,0,11,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Ashton Dulin,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,13,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Andrew Ogletree,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,12,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Kylen Granson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,9,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Trey Sermon,IND,0,0,0,0,0,0,0,0,,2,0,0,4,1,1,7,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Tyler Goodson,IND,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Malik Willis,GNB,12,14,122,1,0,0,0,39,126.8,6,41,0,19,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Josh Jacobs,GNB,0,0,0,0,0,0,0,0,,32,151,0,34,0,0,0,0,0,1,1,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Jayden Reed,GNB,0,0,0,0,0,0,0,0,,2,37,0,22,2,2,9,0,9,1,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
MarShawn Lloyd,GNB,0,0,0,0,0,0,0,0,,6,15,0,5,1,1,3,0,3,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Emanuel Wilson,GNB,0,0,0,0,0,0,0,0,,5,9,0,4,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Bo Melton,GNB,0,0,0,0,0,0,0,0,,2,8,0,16,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Romeo Doubs,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,62,0,39,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Dontayvion Wicks,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,4,3,26,1,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Tucker Kraft,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,16,0,17,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Luke Musgrave,GNB,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,6,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,,,,,,,,,,,,,,,
Nick Cross,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,15,10,5,0,0,0,0,0,0
E.J. Speed,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,12,8,4,0,0,0,0,0,0
Zaire Franklin,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,10,5,5,0,0,0,0,0,1
Rodney Thomas II,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0
Jaylon Jones,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,6,2,4,0,0,0,0,0,0
Tyquan Lewis,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0
Kwity Paye,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,5,5,0,1,0,0,0,0,0
Grover Stewart,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,5,3,2,2,0,0,0,0,0
Jaylon Carlies,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,4,2,2,0,0,0,0,0,0
Kenny Moore,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,1,0.0,4,2,2,0,0,0,0,0,0
Dayo Odeyingbo,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,4,4,0,1,0,0,0,0,0
Raekwon Davis,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Taven Bryan,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Adetomiwa Adebawore,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
DeForest Buckner,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Dallis Flowers,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Isaiah Land,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Laiatu Latu,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,1,0,0,0
Samuel Womack,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Anthony Richardson,IND,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,0,0,0,0,0,2,-2,0,0
Xavier McKinney,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,1,18,0,18,1,0.0,4,3,1,1,0,0,0,0,0
Evan Williams,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,1,1,0,1,1,0.0,2,2,0,0,0,0,0,0,0
Eric Wilson,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,1,0,0,0,1,0.0,1,1,0,0,0,0,0,0,1
Devonte Wyatt,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,1.0,2,2,0,2,2,0,0,0,0
Quay Walker,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0
Javon Bullard,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,1,0.0,5,3,2,0,0,0,0,0,0
Isaiah McDuffie,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,1,0.0,4,3,1,0,1,0,0,0,0
Kenny Clark,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0
Keisean Nixon,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,3,3,0,0,0,0,0,0,0
Jaire Alexander,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,1,0.0,2,2,0,0,0,0,0,0,0
Preston Smith,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0
Carrington Valentine,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,1,0.0,2,0,2,0,0,0,0,0,0
Edgerrin Cooper,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0
Kingsley Enagbare,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Tedarrell Slaton,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Eric Stokes,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0
Lukas Van Ness,GNB,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150gnb.htm,2024-09-15,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0
Deshaun Watson,CLE,22,34,186,0,0,2,14,30,78.8,5,20,1,9,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Jerome Ford,CLE,0,0,0,0,0,0,0,0,,7,64,0,36,2,1,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
D'Onta Foreman,CLE,0,0,0,0,0,0,0,0,,14,42,0,9,1,1,9,0,9,1,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Jameis Winston,CLE,0,0,0,0,0,0,0,0,,2,4,0,2,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Jerry Jeudy,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,6,5,73,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Elijah Moore,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,8,6,44,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
David Bell,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,3,3,27,0,12,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Amari Cooper,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,8,3,11,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Jordan Akins,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Cedric Tillman,CLE,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Pierre Strong,CLE,0,0,0,0,0,0,0,0,,1,-5,0,-5,2,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Trevor Lawrence,JAX,14,30,220,0,0,4,24,66,71.5,2,45,0,33,0,0,0,0,0,1,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Travis Etienne,JAX,0,0,0,0,0,0,0,0,,13,52,1,20,4,3,6,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
D'Ernest Johnson,JAX,0,0,0,0,0,0,0,0,,5,26,0,9,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Devin Duvernay,JAX,0,0,0,0,0,0,0,0,,1,4,0,4,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Brian Thomas,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,94,0,66,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Brenton Strange,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,6,3,65,0,30,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Gabriel Davis,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,7,3,43,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Luke Farrell,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,13,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Parker Washington,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Christian Kirk,JAX,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,-1,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,,,,,,,,,,,,,,,
Myles Garrett,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,0,0,0,0,0,1.0,3,3,0,1,1,0,0,0,1
Jordan Hicks,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,0,0,0,0,2,1.0,3,3,0,1,2,0,0,0,0
Alex Wright,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,0,0,0,0,0,1.0,3,2,1,1,1,0,0,0,0
Quinton Jefferson,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0
Jeremiah Owusu-Koramoah,CLE,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202409150jax.htm,2024-09-15,0,0,0,0,0,0.0,7,6,1,2,0,0,0,0,0
