name,team,passing_cmp,passing_att,passing_yds,passing_td,passing_int,passing_sk,passing_yds.1,passing_lng,passing_rate,rushing_att,rushing_yds,rushing_td,rushing_lng,receiving_tgt,receiving_rec,receiving_yds,receiving_td,receiving_lng,fumbles_fmb,fumbles_fl,stat_type,game_url,game_date,def_interceptions_int,def_interceptions_yds,def_interceptions_td,def_interceptions_lng,def_interceptions_pd,def_sacks,tackles_comb,tackles_solo,tackles_ast,tackles_tfl,tackles_qbhits,fumbles_fr,fumbles_yds,fumbles_td,fumbles_ff,position
Brycen Hopkins,LAR,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,21,0,21,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Geno Smith,SEA,16,26,112,1,0,2,17,28,84.1,1,6,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Kenneth Walker III,SEA,0,0,0,0,0,0,0,0,,12,64,0,15,5,4,3,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Zach Charbonnet,SEA,0,0,0,0,0,0,0,0,,3,11,0,9,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
DeeJay Dallas,SEA,0,0,0,0,0,0,0,0,,2,4,0,5,1,1,14,0,14,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
D.K. Metcalf,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,47,1,28,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Will Dissly,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Jaxon Smith-Njigba,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,13,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Tyler Lockett,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,10,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Colby Parkinson,SEA,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,8,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,,,,,,,,,,,,,,,,
Aaron Donald,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.5,4,2,2,0,1,0,0,0,0,
Byron Young,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.5,4,3,1,0,2,0,0,0,0,
Michael Hoecht,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.5,3,1,2,0,1,0,0,0,0,
Kobie Turner,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.5,2,0,2,0,1,0,0,0,0,
Ernest Jones,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,9,4,5,3,0,0,0,0,0,
Jordan Fuller,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,8,3,5,0,0,0,0,0,0,
Christian Rozeboom,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,6,3,3,0,0,0,0,0,0,
Derion Kendrick,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,0,
Jonah Williams,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Ahkello Witherspoon,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,2,2,0,0,0,0,0,0,0,
Russ Yeast,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Tremayne Anchrum,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Bobby Brown,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Earnest Brown IV,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Cobie Durant,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,0,
Jake Hummel,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
John Johnson,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Quentin Lake,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Troy Reeder,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Zach VanValkenburg,LAR,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,
Bobby Wagner,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,18,8,10,1,0,0,0,0,0,
Jordyn Brooks,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,12,5,7,1,0,0,0,0,0,
Coby Bryant,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,9,7,2,0,1,0,0,0,0,
Julian Love,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,1,0.0,9,7,2,0,0,0,0,0,0,
Tre Brown,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,6,5,1,0,0,0,0,0,0,
Boye Mafe,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,5,4,1,1,0,0,0,0,0,
Quandre Diggs,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,3,0,3,0,0,0,0,0,0,
Dre'Mont Jones,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,
Mike Morris,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,0,0,0,0,0,
Uchenna Nwosu,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,2,0,0,0,0,0,
Jarran Reed,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,3,2,1,0,1,0,0,0,0,
Derick Hall,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,
Riq Woolen,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Artie Burns,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Devin Bush Jr.,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Michael Jackson,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Jon Rhattigan,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Chris Stoll,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Darrell Taylor,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Drake Thomas,SEA,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100sea.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Dak Prescott,DAL,13,24,143,0,0,0,0,49,72.0,1,6,0,6,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Cooper Rush,DAL,0,1,0,0,0,0,0,0,39.6,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Tony Pollard,DAL,0,0,0,0,0,0,0,0,,14,70,2,25,3,2,12,0,7,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Rico Dowdle,DAL,0,0,0,0,0,0,0,0,,6,24,0,10,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
KaVontae Turpin,DAL,0,0,0,0,0,0,0,0,,3,14,1,7,3,2,11,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Deuce Vaughn,DAL,0,0,0,0,0,0,0,0,,6,8,0,5,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
CeeDee Lamb,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,77,0,49,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Brandin Cooks,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,22,0,16,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Jake Ferguson,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,7,2,11,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Michael Gallup,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,2,1,10,0,10,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Jalen Tolbert,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Peyton Hendershot,DAL,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Daniel Jones,NYG,15,28,104,0,2,7,47,24,32.4,13,43,0,11,0,0,0,0,0,2,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Tyrod Taylor,NYG,2,2,6,0,0,0,0,9,79.2,0,0,0,0,0,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Saquon Barkley,NYG,0,0,0,0,0,0,0,0,,12,51,0,18,4,3,12,0,7,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Matt Breida,NYG,0,0,0,0,0,0,0,0,,2,9,0,6,1,1,-3,0,-5,1,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Gary Brightwell,NYG,0,0,0,0,0,0,0,0,,1,5,0,5,2,2,6,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Darren Waller,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,36,0,22,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Isaiah Hodgins,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,3,1,24,0,24,1,1,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Lawrence Cager,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,2,2,17,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Darius Slayton,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,5,3,15,0,8,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Parris Campbell,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,4,1,2,0,2,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Daniel Bellinger,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,1,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Sterling Shepard,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Jalin Hyatt,NYG,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,offense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,,,,,,,,,,,,,,,,
Stephon Gilmore,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,1,0,0,0,3,0.0,4,4,0,0,0,0,0,0,0,
DaRon Bland,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,1,22,1,22,1,0.0,3,3,0,1,1,0,0,0,0,
Osa Odighizuwa,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,2.0,4,2,2,2,3,0,0,0,0,
Dorance Armstrong Jr.,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,2.0,3,3,0,3,2,0,0,0,0,
Micah Parsons,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,1.0,3,2,1,1,2,0,0,0,0,
Chauncey Golston,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,1.0,2,1,1,0,1,0,0,0,1,
DeMarcus Lawrence,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,0,
Markquese Bell,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,8,6,2,1,0,0,0,0,1,
Jayron Kearse,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,7,2,5,0,0,0,0,0,0,
Leighton Vander Esch,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,6,6,0,0,0,0,0,0,0,
Damone Clark,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,5,2,3,0,0,0,0,0,0,
Malik Hooker,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,
Trevon Diggs,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,1,0.0,3,3,0,0,0,0,0,0,1,
Johnathan Hankins,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Mazi Smith,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,1,0,0,0,0,0,
Juanyeh Thomas,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,1,0.0,2,1,1,0,0,0,0,0,0,
Sam Williams,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,2,0,2,0,0,0,0,0,0,
C.J. Goodwin,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Devin Harper,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Jalen Tolbert,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Tyler Biadasz,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,
Dante Fowler,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,2,0.0,0,0,0,0,2,0,0,0,0,
Israel Mukuamu,DAL,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-3,0,0,
Micah McFadden,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,11,4,7,1,0,0,0,0,0,
Tre Hawkins,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,7,5,2,0,0,0,0,0,0,
Bobby Okereke,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,5,4,1,0,0,0,0,0,1,
Jason Pinnock,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,5,3,2,0,0,0,0,0,0,
Adoree' Jackson,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,4,3,1,0,0,0,0,0,0,
Dexter Lawrence,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,4,1,3,0,2,0,0,0,0,
Xavier McKinney,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,2,0.0,4,1,3,0,0,0,0,0,0,
Kayvon Thibodeaux,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,4,1,3,0,0,0,0,0,0,
Rakeem Nunez-Roches,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,
A'Shawn Robinson,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,3,1,2,0,0,0,0,0,0,
Leonard Williams,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,2,1,1,0,0,0,0,0,0,
Deonte Banks,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,2,0.0,1,0,1,0,0,0,0,0,0,
Boogie Basham,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Dane Belton,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Casey Kreiter,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Nick McCloud,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Azeez Ojulari,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,0,1,0,0,0,0,0,0,
Jordon Riley,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,1,0,0,0,0,0,
Isaiah Simmons,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,1,1,0,0,0,0,0,0,0,
Parris Campbell,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-2,0,0,
Mark Glowinski,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,0,
Daniel Jones,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-2,0,0,
John Michael Schmitz,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,0,1,-14,0,0,
Jihad Ward,NYG,,,,,,,,,,,,,,,,,,,,,defense,https://www.pro-football-reference.com/boxscores/202309100nyg.htm,2023-09-10,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,
Josh Allen,BUF,29,41,236,1,3,5,19,26,62.7,6,36,0,14,0,0,0,0,0,2,1,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
James Cook,BUF,0,0,0,0,0,0,0,0,,12,46,0,13,6,4,17,0,6,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Latavius Murray,BUF,0,0,0,0,0,0,0,0,,2,8,0,6,2,1,9,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Deonte Harty,BUF,0,0,0,0,0,0,0,0,,1,4,0,4,4,3,9,0,5,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Damien Harris,BUF,0,0,0,0,0,0,0,0,,1,3,0,3,2,2,16,0,13,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Stefon Diggs,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,13,10,102,1,18,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Gabriel Davis,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,2,32,0,26,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
Dalton Kincaid,BUF,0,0,0,0,0,0,0,0,,0,0,0,0,4,4,26,0,9,0,0,offense,https://www.pro-football-reference.com/boxscores/202309110nyj.htm,2023-09-11,,,,,,,,,,,,,,,,
